id,raw_category,category,count,nyuClass,nyu40class,nyu40id,eigen13class,eigen13id,ours,ade20k,ade class,replicaid,replicaclass,ModelNet40,ModelNet10,ShapeNetCore55,synsetoffset,wnsynsetid,wnsynsetkey,mpcat40,mpcat40index,wn199,coco-panoptic-133,coco-panoptic-133-id,color
128,shower wall,shower wall,22,wall,,,,,,,,73,shower-stall,,,,,,shower_stall.n.01,wall,1.0,54.0,,,106-231-176
331,guitar case,guitar case,21,guitar case,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,241-154-83
87,rack,rack,21,stand,otherfurniture,39,Furniture,6.0,,,,66,rack,,,,,n04038440,rack.n.05,shelving,31.0,101.0,,,71-194-133
488,water pitcher,water pitcher,21,pitcher,otherprop,40,Objects,7.0,,,,46,kitchen-utensil,,,,,n03950228,pitcher.n.02,objects,39.0,109.0,,,125-73-182
776,laundry detergent,laundry detergent,21,,otherprop,40,Objects,7.0,bottle,,,,,,,,,,,objects,39.0,,,,108-163-18
370,hair dryer,hair dryer,21,hair dryer,otherprop,40,Objects,7.0,,,,42,hair-dryer,,,,,n03483316,hand_blower.n.01,objects,39.0,121.0,,,75-101-198
191,pillar,pillar,21,column,otherstructure,38,Objects,7.0,,42,column,60,pillar,,,,,n03073977,column.n.07,column,24.0,83.0,,,60-99-204
748,divider,divider,20,,otherprop,40,Objects,7.0,,,,,,,,,,,,wall,1.0,,,,192-97-63
242,power outlet,power outlet,19,,otherprop,40,Objects,7.0,,,,95,wall-plug,,,,,,,misc,40.0,,,,172-22-158
45,dining table,dining table,19,table,table,7,Table,10.0,table,"15,64","table, coffee table",80,table,table,table,table,4379243.0,n04379243,table.n.02,table,5.0,8.0,,,120-31-243
417,shower floor,shower floor,19,,,,,,,,,,,,,,,,shower_stall.n.01,floor,2.0,54.0,,,48-113-150
70,washing machines,washing machine,19,washing machine,,,Furniture,6.0,,107,washer,49,major-appliance,,,washing_machine,4554684.0,n04554684,washer.n.03,appliances,37.0,89.0,,,208-61-222
188,shower door,shower door,19,door,door,8,Wall,12.0,door,"14,58","door, screen door",,,door,,,,,,door,4.0,,,,54-209-150
1176,coffee kettle,coffee kettle,18,pot,otherprop,40,Objects,7.0,,125,,46,kitchen-utensil,,,,,n03612814,kettle.n.01,objects,39.0,117.0,,,197-63-51
1177,wardrobe cabinet,wardrobe,18,wardrobe,otherfurniture,39,Furniture,6.0,,35,wardrobe,96,wardrobe,wardrobe,,,,n04550184,wardrobe.n.01,furniture,36.0,61.0,,,175-221-254
1178,structure,structure,18,,otherstructure,38,Objects,7.0,,,,,,,,,,,,misc,40.0,,,,175-199-77
18,bookshelves,bookshelf,17,bookshelf,bookshelf,10,Furniture,6.0,shelf,62,bookcase,71,shelf,bookshelf,,bookshelf,2871439.0,n02871439,bookshelf.n.01,shelving,31.0,10.0,,,148-103-189
110,clothes dryer,clothes dryer,17,,otherfurniture,39,Furniture,6.0,,,,49,major-appliance,,,,,n03251766,dryer.n.01,appliances,37.0,106.0,,,151-41-245
148,toaster,toaster,17,toaster,,,Objects,7.0,cooking,,,"46,75","kitchen-utensil, small-appliance",,,,,n04442312,toaster.n.02,appliances,37.0,103.0,toaster,,53-200-172
63,shoe,shoe,17,shoe,otherprop,40,Objects,7.0,shoe,,,72,shoe,,,,,n04199027,shoe.n.01,clothes,38.0,33.0,,,10-125-140
155,ironing board,ironing board,16,ironing board,otherfurniture,39,Furniture,6.0,,,,,,,,,,n03586090,ironing_board.n.01,objects,39.0,126.0,,,190-75-186
572,alarm clock,alarm clock,16,alarm clock,otherprop,40,Objects,7.0,clock,148,clock,22,clock,,,clock,3046257.0,n02694662,alarm_clock.n.01,objects,39.0,124.0,clock,,18-215-201
1179,shower head,shower head,15,,otherstructure,38,Objects,7.0,,,,73,shower-stall,,,,,,,shower,23.0,,,,62-180-98
28,lamp base,lamp,15,lamp,lamp,35,Objects,7.0,lamp,36,lamp,47,lamp,lamp,,lamp,3636649.0,n03636649,lamp.n.02,lighting,28.0,23.0,,,237-204-37
392,water bottle,water bottle,15,bottle,otherprop,40,Objects,7.0,bottle,98,bottle,14,bottle,bottle,,bottle,2876657.0,n04557648,bottle.n.01,objects,39.0,35.0,bottle,,237-95-251
1180,keyboard piano,keyboard piano,15,piano,otherfurniture,39,Furniture,6.0,,,,,,piano,,piano,3928116.0,n03928116,piano.n.01,furniture,36.0,92.0,,,8-91-150
609,projector screen,projector screen,15,projector screen,otherstructure,38,Objects,7.0,,,,,,,,,,,,misc,40.0,,,,134-13-116
1181,case of water bottles,case of water bottles,15,,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,77-15-130
195,toaster oven,toaster oven,14,toaster oven,,,Objects,7.0,cooking,,,"46,75","kitchen-utensil, small-appliance",,,,,,toaster.n.02,appliances,37.0,103.0,toaster,,252-100-106
581,music stand,music stand,14,music stand,otherfurniture,39,Furniture,6.0,,,,,,,,,,n03801760,music_stand.n.01,furniture,36.0,129.0,,,79-76-153
58,staircase,stairs,14,stairs,otherstructure,38,Objects,7.0,stair,"53,59","stairs, stairway",77,stair,,,,,n04298308,stairway.n.01,stairs,16.0,80.0,,,208-49-84
1182,coat rack,coat rack,14,,otherprop,40,Objects,7.0,,,,66,rack,,,,,n03059103,coatrack.n.01,shelving,3.0,122.0,,,154-65-96
1183,storage organizer,storage organizer,14,,otherprop,40,Objects,7.0,,,,,,,,,,,,shelving,3.0,,,,197-152-11
139,machine,machine,14,machine,otherprop,40,Objects,7.0,tech,,,,,,,,,n03699975,machine.n.01,appliances,37.0,128.0,,,153-108-234
1184,folded chair,folded chair,14,chair,chair,5,Chair,4.0,chair,19,chair,20,chair,chair,chair,chair,3001627.0,n03001627,chair.n.01,chair,3.0,2.0,,,59-155-45
1185,fire alarm,fire alarm,14,,otherprop,40,Objects,7.0,,,,,,,,,,n03343737,fire_alarm.n.02,misc,40.0,127.0,,,12-147-145
156,fireplace,fireplace,13,fireplace,otherstructure,38,Objects,7.0,,49,fireplace,,,,,,,n03346455,fireplace.n.01,fireplace,27.0,130.0,,,127-63-52
408,vent,vent,13,,otherprop,40,Objects,7.0,,,,92,vent,,,,,n04526241,vent.n.01,misc,40.0,133.0,,,49-206-87
213,furniture,furniture,13,furniture,otherfurniture,39,Furniture,6.0,,,,,,,,,,n03405725,furniture.n.01,furniture,36.0,131.0,,,52-122-152
1186,power strip,power strip,13,,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,54-35-219
1187,calendar,calendar,13,,otherprop,40,Objects,7.0,decor,,,,,,,,,,,objects,39.0,,,,210-73-181
1188,poster,poster,13,picture,picture,11,Picture,8.0,decor,100,poster,59,picture,,,,,n03931044,picture.n.01,picture,6.0,14.0,,,221-124-77
115,toilet paper holder,toilet paper holder,13,toilet paper holder,otherprop,40,Objects,7.0,,,,90,utensil-holder,,,,,,,objects,39.0,,,,184-162-91
1189,potted plant,potted plant,12,plant,otherprop,40,Objects,7.0,plant,"66,4,17,72","flower, tree, plant, palm",44,indoor-plant,plant,,,,n00017222,plant.n.02,plant,14.0,30.0,"flower, tree-merged",,149-214-66
304,stuffed animal,stuffed animal,12,stuffed animal,otherprop,40,Objects,7.0,,108,plaything,,,,,,,n04399382,teddy.n.01,objects,39.0,123.0,,,53-206-53
1190,luggage,luggage,12,luggage,otherprop,40,Objects,7.0,bag,,,100,bag,,,,,n02774630,baggage.n.01,objects,39.0,51.0,,,72-185-134
21,curtains,curtain,12,curtain,curtain,16,Window,13.0,curtain,18,curtain,30,curtain,curtain,,,,n03151077,curtain.n.01,curtain,12.0,28.0,curtain,,219-219-141
312,headphones,headphones,12,,otherprop,40,Objects,7.0,tech,,,,,,,,,n03261776,earphone.n.01,objects,39.0,137.0,,,97-235-252
233,crate,crate,12,crate,otherfurniture,39,Furniture,6.0,,,,,,,,,,n03127925,crate.n.01,objects,39.0,135.0,,,97-99-203
286,candle,candle,12,candle,otherprop,40,Objects,7.0,,,,19,candle,lamp,,,,n02948072,candle.n.01,objects,39.0,134.0,,,184-9-49
264,projector,projector,12,projector,otherprop,40,Objects,7.0,tech,,,,,,,,,n04009552,projector.n.02,objects,39.0,139.0,,,69-252-148
110,clothes dryers,clothes dryer,12,,otherfurniture,39,Furniture,6.0,,,,,,,,,,n03251766,dryer.n.01,appliances,37.0,106.0,,,151-41-245
1191,mattress,mattress,12,bed,bed,4,Bed,1.0,bed,,,7,bed,bed,bed,bed,2818832.0,n02818832,bed.n.01,bed,11.0,27.0,,,42-94-198
356,dustpan,dustpan,12,,otherprop,40,Objects,7.0,,,,,,,,,,n03259009,dustpan.n.02,objects,39.0,136.0,,,16-205-144
25,drawer,drawer,11,drawer,otherfurniture,39,Furniture,6.0,,44,chest of drawers,,,,,,,n03233905,,furniture,36.0,,,,15-103-199
750,rod,rod,11,,otherprop,40,Objects,7.0,,,,,,,,pistol,3948459.0,n03427202,gat.n.01,misc,40.0,140.0,,,120-35-155
269,globe,globe,11,globe,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,185-42-199
307,footrest,footrest,11,foot rest,otherfurniture,39,Furniture,6.0,,110,stool,78,stool,stool,,,,n03380724,footstool.n.01,stool,19.0,50.0,,,113-235-227
410,piano bench,piano bench,11,piano bench,otherfurniture,39,Furniture,6.0,?,69,bench,8,bench,bench,,bench,2828884.0,n02828884,bench.n.01,seating,34.0,60.0,bench,,179-202-25
730,breakfast bar,breakfast bar,11,bar,otherstructure,38,Objects,7.0,?,,,,,,,,,,,counter,26.0,,,,234-101-103
216,step stool,step stool,11,step stool,otherprop,40,Objects,7.0,?,110,stool,78,stool,stool,,,,n04315713,step_stool.n.01,stool,19.0,142.0,,,186-163-61
1192,hand rail,hand rail,11,railing,otherstructure,38,Objects,7.0,rail,"38,95","railing, bannister",43,handrail,,,,,,,railing,30.0,,,,194-212-181
119,vending machine,vending machine,11,machine,otherprop,40,Objects,7.0,,,,,,,,,,n04525305,vending_machine.n.01,appliances,37.0,143.0,,,240-0-144
682,ceiling fan,ceiling fan,11,fan,,,Objects,7.0,fan,139,fan,,,,,,,n03320046,fan.n.01,misc,40.0,57.0,,,193-83-251
434,swiffer,swiffer,11,,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,69-152-211
126,foosball table,foosball table,11,foosball table,otherfurniture,39,Furniture,6.0,table,15,table,80,table,table,table,table,4379243.0,n04379243,table.n.02,table,5.0,8.0,,,126-125-254
919,jar,jar,11,jar,otherprop,40,Objects,7.0,box,,,46,kitchen-utensil,,,jar,3593526.0,n03593526,jar.n.01,objects,39.0,138.0,,,238-84-11
85,footstool,footstool,11,ottoman,otherfurniture,39,Furniture,6.0,,97,ottoman,78,stool,stool,,,,n03380724,footstool.n.01,stool,19.0,50.0,,,113-235-227
1193,folded table,folded table,10,table,table,7,Table,10.0,table,"15,64","table, coffee table",80,table,table,table,table,4379243.0,n04379243,table.n.02,table,5.0,8.0,,,126-125-254
108,round table,round table,10,table,table,7,Table,10.0,table,"15,64","table, coffee table",80,table,table,table,table,4379243.0,n04114554,table.n.02,table,5.0,8.0,,,126-125-254
135,hamper,hamper,10,basket,otherprop,40,Objects,7.0,container,112,basket,3,basket,,,basket,2801938.0,n03482405,hamper.n.02,objects,39.0,147.0,,,39-45-112
1194,poster tube,poster tube,10,,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,222-160-130
432,case,case,10,case,otherprop,40,Objects,7.0,box,55,case,,,,,,,,,objects,39.0,,,,97-109-15
53,carpet,carpet,10,rug,otherprop,40,Objects,7.0,?,28,rug,98,rug,,,,,n04118021,rug.n.01,floor,2.0,125.0,,,198-177-17
1195,thermostat,thermostat,10,,otherprop,40,Objects,7.0,,,,56,panel,,,,,n04422875,thermostat.n.01,misc,40.0,148.0,,,220-36-206
111,coat,coat,10,jacket,otherprop,40,Objects,7.0,clothes,,,24,clothing,,,,,n03057021,coat.n.01,clothes,38.0,144.0,,,59-59-47
305,water fountain,water fountain,10,water fountain,otherstructure,38,Objects,7.0,,104,fountain,,,,,,,n03241335,drinking_fountain.n.01,misc,40.0,146.0,,,244-176-79
1125,smoke detector,smoke detector,10,,otherprop,40,Objects,7.0,,,,,,,,,,,,misc,40.0,,,,141-211-161
13,pillows,pillow,9,pillow,pillow,18,Objects,7.0,pillow,"57,39","pillow, cushion","61,29","pillow, cushion",,,pillow,3938244.0,n03938244,cushion.n.03,cushion,8.0,12.0,pillow,,141-91-229
1196,flip flops,flip flops,9,shoe,otherprop,40,Objects,7.0,shoe,,,72,shoe,,,,,n04199027,shoe.n.01,clothes,38.0,33.0,,,148-85-188
1197,cloth,cloth,9,clothes,clothes,21,Objects,7.0,clothes,92,apparel,23,cloth,,,,,n02728440,apparel.n.01,clothes,38.0,25.0,,,15-185-73
1198,banner,banner,9,,otherprop,40,Objects,7.0,decor,,,,,,,,,n02788021,banner.n.01,misc,40.0,149.0,,,20-144-195
1199,clothes hanger,clothes hanger,9,,otherprop,40,Objects,7.0,,,,,,,,,,n03057920,coat_hanger.n.01,objects,39.0,145.0,,,40-105-22
1200,whiteboard eraser,whiteboard eraser,9,,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,98-132-54
378,iron,iron,9,,otherprop,40,Objects,7.0,,,,,,,,,,n03584829,iron.n.04,objects,39.0,150.0,,,219-26-233
591,instrument case,instrument case,9,case,otherprop,40,Objects,7.0,box,55,case,,,,,,,,,objects,39.0,,,,175-86-240
49,toilet paper rolls,toilet paper,9,toilet paper,otherprop,40,Objects,7.0,toilet paper,,,,,,,,,n15075141,toilet_tissue.n.01,objects,39.0,32.0,,,37-230-205
92,soap,soap,9,soap,otherprop,40,Objects,7.0,,,,,,,,,,n04253437,soap.n.01,objects,39.0,151.0,,,70-64-149
1098,block,block,9,,otherprop,40,Objects,7.0,,,,,,,,,,,,misc,40.0,,,,114-181-89
291,wall hanging,wall hanging,8,,otherprop,40,Objects,7.0,,22,painting,59,picture,,,,,n03491178,hanging.n.01,picture,6.0,153.0,,,101-166-26
1063,kitchen island,kitchen island,8,kitchen island,otherstructure,38,Objects,7.0,counter?,73,kitchen island,,,,,,,n03620600,kitchen_island.n.01,counter,26.0,154.0,,,101-188-191
107,pipes,pipe,8,,otherstructure,38,Objects,7.0,,,,62,pipe,,,,,,,misc,40.0,,,,12-103-170
1135,toothbrush,toothbrush,8,toothbrush,otherprop,40,Objects,7.0,,,,85,toothbrush,,,,,n04453156,toothbrush.n.01,objects,39.0,158.0,,,185-244-117
189,shirt,shirt,8,,otherprop,40,Objects,7.0,clotes,,,24,clothing,,,,,n04197391,shirt.n.01,clothes,38.0,155.0,,,245-43-242
245,cutting board,cutting board,8,cutting board,otherprop,40,Objects,7.0,,,,21,chopping-board,,,,,n03025513,chopping_board.n.01,objects,39.0,152.0,,,103-148-75
194,vase,vase,8,vase,otherprop,40,Objects,7.0,,135,vase,91,vase,vase,,jar,3593526.0,n04522168,vase.n.01,objects,39.0,132.0,vase,,64-69-193
1201,shower control valve,shower control valve,8,,otherstructure,38,Objects,7.0,,,,73,shower-stall,,,,,,shower_stall.n.01,shower,23.0,54.0,,,109-116-97
386,exercise machine,exercise machine,8,machine,otherprop,40,Objects,7.0,,,,,,,,,,,,gym_equipment,33.0,,,,17-160-198
1202,compost bin,compost bin,8,garbage bin,otherfurniture,39,Furniture,6.0,,138,ashcan,10,bin,,,trash_bin,2747177.0,n02747177,ashcan.n.01,objects,39.0,7.0,,,14-7-47
857,shorts,shorts,8,shorts,otherprop,40,Objects,7.0,,,,24,clothing,,,,,,,clothes,38.0,,,,43-32-162
452,tire,tire,8,,otherprop,40,Objects,7.0,,,,,,,,,,n04440749,tire.n.01,objects,39.0,157.0,,,237-81-235
1203,teddy bear,teddy bear,7,stuffed animal,otherprop,40,Objects,7.0,,108,plaything,,,,,,,n04399382,teddy.n.01,objects,39.0,123.0,,,55-45-235
346,bathrobe,bathrobe,7,,otherprop,40,Objects,7.0,,,,24,clothing,,,,,n02807616,bathrobe.n.01,clothes,38.0,159.0,,,153-80-98
152,handrail,handrail,7,railing,otherstructure,38,Objects,7.0,,38,railing,43,handrail,,,,,n02788148,bannister.n.02,railing,30.0,76.0,,,70-3-58
83,faucet,faucet,7,faucet,otherprop,40,Objects,7.0,,,,39,faucet,,,faucet,3325088.0,n03325088,faucet.n.01,misc,40.0,160.0,,,216-154-160
1204,pantry wall,pantry wall,7,wall,wall,1,Wall,12.0,,,,93,wall,,,,,n04546855,wall.n.01,wall,1.0,1.0,,,47-107-52
726,thermos,thermos,7,flask,otherprop,40,Objects,7.0,,,,14,bottle,bottle,,bottle,2876657.0,n04422727,thermos.n.01,objects,39.0,162.0,,,241-190-216
61,rug,rug,7,rug,otherprop,40,Objects,7.0,,28,rug,98,rug,,,,,n04118021,rug.n.01,floor,2.0,125.0,,,198-177-17
39,couch cushions,cushion,7,pillow,pillow,18,Objects,7.0,pillow,"57,39","pillow, cushion","61,29","pillow, cushion",,,,,n03151500,cushion.n.03,cushion,8.0,12.0,pillow,,125-30-141
1117,tripod,tripod,7,stand,otherfurniture,39,Furniture,6.0,,,,,,,,,,n04485082,tripod.n.01,objects,39.0,163.0,,,61-179-92
540,mailbox,mailbox,7,box,box,29,Objects,7.0,,41,box,15,box,,,mailbox,3710193.0,n03710193,mailbox.n.01,misc,40.0,97.0,,,229-32-114
1205,tupperware,tupperware,7,,otherprop,40,Objects,7.0,,,,46,kitchen-utensil,,,,,,,objects,39.0,,,,219-205-191
415,shoe rack,shoe rack,7,shoe rack,otherprop,40,Objects,7.0,,,,66,rack,,,,,,,shelving,31.0,,,,137-17-40
31,towels,towel,6,towel,towel,27,Objects,7.0,fabric,81,towel,86,towel,,,,,n04459362,towel.n.01,towel,20.0,19.0,towel,,62-143-148
1206,beer bottles,beer bottle,6,bottle,otherprop,40,Objects,7.0,bottle,98,bottle,14,bottle,bottle,,bottle,2876657.0,n02876657,bottle.n.01,objects,39.0,35.0,bottle,,165-143-66
153,treadmill,treadmill,6,treadmill,otherfurniture,39,Furniture,6.0,,,,,,,,,,n04477387,treadmill.n.01,gym_equipment,33.0,169.0,,,69-87-127
1207,salt,salt,6,,otherprop,40,Objects,7.0,,,,46,kitchen-utensil,,,,,,,objects,39.0,,,,216-105-241
129,chest,chest,6,chest,otherfurniture,39,Furniture,6.0,box,,,,,dresser,dresser,,,,,chest_of_drawers,13.0,,,,58-96-144
220,dispenser,dispenser,6,,otherprop,40,Objects,7.0,,,,,,,,,,n03210683,dispenser.n.01,objects,39.0,164.0,,,169-20-28
1208,mirror doors,mirror door,6,,,,Wall,12.0,mirror,27,mirror,37,door,door,,,,,,door,4.0,,,,234-27-57
231,remote,remote,6,,otherprop,40,Objects,7.0,,,,68,remote-control,,,remote_control,4074963.0,n04074963,remote_control.n.01,objects,39.0,167.0,,,157-197-112
1209,folded ladder,folded ladder,6,ladder,otherfurniture,39,Furniture,6.0,,,,,,stairs,,,,n03632277,ladder.n.01,misc,40.0,100.0,,,174-161-4
39,cushion,cushion,6,pillow,pillow,18,Objects,7.0,pillow,"39,57","cushion, pillow","61,29","pillow, cushion",,,,,n03151500,cushion.n.03,cushion,8.0,12.0,pillow,,125-30-141
1210,carton,carton,6,,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,129-121-233
117,step,step,6,,otherstructure,38,Objects,7.0,,121,step,,,,,,,n04314914,step.n.04,misc,40.0,141.0,,,156-9-6
822,drying rack,drying rack,6,drying rack,otherfurniture,39,Furniture,6.0,rail,,,46,kitchen-utensil,,,,,,,shelving,31.0,,,,149-55-186
238,slippers,slipper,6,shoe,otherprop,40,Objects,7.0,shoe,,,72,shoe,,,,,n04241394,slipper.n.01,clothes,38.0,161.0,,,197-10-166
143,pool table,pool table,6,pool table,otherfurniture,39,Furniture,6.0,table,56,pool table,80,table,table,table,table,4379243.0,n03982430,pool_table.n.01,table,5.0,166.0,,,49-175-23
1211,soda stream,soda stream,6,,otherprop,40,Objects,7.0,cooking,,,,,,,,,,,objects,39.0,,,,227-180-171
228,toilet brush,toilet brush,6,toilet brush,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,127-182-3
494,loft bed,loft bed,6,bed,bed,4,Bed,1.0,,,,7,bed,bed,bed,bed,2818832.0,n02818832,bed.n.01,bed,11.0,27.0,,,86-211-75
226,cooking pot,cooking pot,6,pot,otherprop,40,Objects,7.0,cooking,125,pot,65,pot,,,,,,,objects,39.0,,,,133-72-133
91,heater,heater,6,heater,otherfurniture,39,Furniture,6.0,,,,,,,,,,n03508101,heater.n.01,misc,40.0,165.0,,,74-129-155
1072,messenger bag,messenger bag,6,bag,bag,37,Objects,7.0,,115,bag,100,bag,,,,,,,objects,39.0,,,,246-156-153
435,stapler,stapler,6,stapler,otherprop,40,Objects,7.0,,,,,,,,,,n04303497,stapler.n.01,objects,39.0,168.0,,,88-179-188
1165,closet walls,closet wall,5,wall,wall,1,Wall,12.0,wall,,,93,wall,,,,,n04546855,wall.n.01,wall,1.0,1.0,,,166-36-57
345,scanner,scanner,5,,otherprop,40,Objects,7.0,tech,,,,,,,,,,,appliances,37.0,,,,145-149-83
893,elliptical machine,elliptical machine,5,machine,otherprop,40,Objects,7.0,,,,,,,,,,,,gym_equipment,33.0,,,,168-163-95
621,kettle,kettle,5,pot,otherprop,40,Objects,7.0,cooking,125,,46,kitchen-utensil,,,,,n03612814,kettle.n.01,objects,39.0,117.0,,,167-99-111
1212,metronome,metronome,5,,otherprop,40,Objects,7.0,,,,,,,,,,n03757604,metronome.n.01,objects,39.0,172.0,,,201-177-96
297,dumbell,dumbell,5,,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,212-34-32
1213,music book,music book,5,book,books,23,Books,2.0,book,67,book,13,book,,,,,n02870526,book.n.11,objects,39.0,3.0,book,,94-184-71
1214,rice cooker,rice cooker,5,,otherprop,40,Objects,7.0,,,,46,kitchen-utensil,,,,,,,objects,39.0,,,,228-65-160
1215,dart board,dart board,5,board,otherstructure,38,Objects,7.0,,,,,,,,,,n03162940,dartboard.n.01,objects,39.0,171.0,,,198-87-218
529,sewing machine,sewing machine,5,sewing machine,otherprop,40,Objects,7.0,,,,,,,,,,n04179913,sewing_machine.n.01,objects,39.0,175.0,,,203-91-204
1216,grab bar,grab bar,5,railing,otherstructure,38,Objects,7.0,,38,railing,,,,,,,,,railing,30.0,,,,201-196-116
1217,flowerpot,flowerpot,5,vase,otherprop,40,Objects,7.0,,135,vase,91,vase,vase,,jar,3593526.0,n04522168,vase.n.01,objects,39.0,132.0,vase,,64-69-193
1218,painting,painting,5,picture,picture,11,Picture,8.0,decor,22,painting,59,picture,,,,,,painting.n.01,picture,6.0,173.0,,,249-86-34
1219,railing,railing,5,railing,otherstructure,38,Objects,7.0,rail,38,railing,43,handrail,,,,,n04047401,railing.n.01,railing,30.0,73.0,,,184-37-66
1220,stair,stair,5,stairs,otherstructure,38,Objects,7.0,stair,"53,59","stairs, stairway",77,stair,stairs,,,,n04314914,step.n.04,stairs,16.0,141.0,,,156-9-6
525,toolbox,toolbox,5,chest,otherfurniture,39,Furniture,6.0,box,,,15,box,,,,,n04452615,toolbox.n.01,objects,39.0,177.0,,,129-117-88
204,nerf gun,nerf gun,5,,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,69-62-182
693,binders,binder,5,binder,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,235-28-110
179,desk lamp,desk lamp,5,lamp,lamp,35,Objects,7.0,lamp,36,lamp,47,lamp,lamp,,lamp,3636649.0,n03636649,lamp.n.02,lighting,28.0,23.0,,,239-159-58
1221,quadcopter,quadcopter,5,,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,81-135-213
1222,pitcher,pitcher,5,pitcher,otherprop,40,Objects,7.0,,,,,,,,,,n03950228,pitcher.n.02,objects,39.0,109.0,,,60-6-70
1223,hanging,hanging,5,,otherprop,40,Objects,7.0,,,,,,,,,,,,misc,40.0,,,,195-34-93
1224,mail,mail,5,,otherprop,40,Objects,7.0,,,,,,,,,,,,misc,40.0,,,,101-174-210
1225,closet ceiling,closet ceiling,5,ceiling,ceiling,22,Ceiling,3.0,ceiling,5,ceiling,31,ceiling,,,,,n02990373,ceiling.n.01,ceiling,17.0,15.0,,,110-249-190
1226,hoverboard,hoverboard,5,,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,104-72-144
1227,beanbag chair,beanbag chair,5,bean bag,,,Furniture,6.0,,,,6,beanbag,,,,,n02816656,beanbag.n.01,chair,3.0,170.0,,,220-21-93
571,water heater,water heater,5,water heater,otherprop,40,Objects,7.0,,,,,,,,,,n04560113,water_heater.n.01,misc,40.0,178.0,,,196-246-184
1228,spray bottle,spray bottle,5,bottle,otherprop,40,Objects,7.0,bottle,98,bottle,14,bottle,bottle,,bottle,2876657.0,n02876657,bottle.n.01,objects,39.0,35.0,bottle,,165-143-66
556,rope,rope,5,rope,otherprop,40,Objects,7.0,,,,,,,,,,n04108268,rope.n.01,objects,39.0,174.0,,,136-34-132
280,plastic container,plastic container,5,container,otherprop,40,Objects,7.0,box,,,,,,,,,,,objects,39.0,,,,144-157-174
1229,soap bottle,soap bottle,5,soap,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,241-222-170
1230,ikea bag,ikea bag,4,bag,bag,37,Objects,7.0,bag,115,bag,100,bag,,,,2773838.0,n02773838,bag.n.01,objects,39.0,34.0,,,11-136-125
1231,sleeping bag,sleeping bag,4,,otherprop,40,Objects,7.0,,,,,,,,,,n04235860,sleeping_bag.n.01,objects,39.0,156.0,,,63-226-120
1232,duffel bag,duffel bag,4,bag,bag,37,Objects,7.0,bag,115,bag,100,bag,,,suitcase,2773838.0,n02773838,bag.n.01,objects,39.0,34.0,,,11-136-125
746,frying pan,frying pan,4,frying pan,otherprop,40,Objects,7.0,cooking,,,55,pan,,,,,n03400231,frying_pan.n.01,objects,39.0,185.0,,,161-249-81
1233,oven mitt,oven mitt,4,,otherprop,40,Objects,7.0,,,,46,kitchen-utensil,,,,,,,objects,39.0,,,,199-121-147
1234,pot,pot,4,pot,otherprop,40,Objects,7.0,,125,,65,,,,,,n04235860,sleeping_bag.n.01,objects,39.0,156.0,,,63-226-120
144,hand dryer,hand dryer,4,,otherprop,40,Objects,7.0,,,,,,,,,,,,objects,39.0,,,,127-237-161
282,dollhouse,dollhouse,4,doll house,otherfurniture,39,Furniture,6.0,,,,,,,,,,n03219483,dollhouse.n.01,objects,39.0,182.0,,,197-213-32
167,shampoo bottle,shampoo bottle,4,bottle,otherprop,40,Objects,7.0,bottle,98,bottle,14,bottle,bottle,,bottle,2876657.0,n02876657,bottle.n.01,objects,39.0,35.0,bottle,,165-143-66
1235,hair brush,hair brush,4,,otherprop,40,Objects,7.0,,,,,,,,,,n02908217,brush.n.02,objects,39.0,179.0,,,121-138-160
1236,tennis racket,tennis racket,4,,otherprop,40,Objects,7.0,,,,,,,,,,n04409806,tennis_racket.n.01,objects,39.0,187.0,,,56-244-169
1237,display case,display case,4,case,otherprop,40,Objects,7.0,,55,case,,,,,,,,,objects,39.0,,,,11-87-66
234,ping pong table,ping pong table,4,ping pong table,otherfurniture,39,Furniture,6.0,table,15,table,80,table,table,table,table,4379243.0,n04379243,table.n.02,table,5.0,8.0,,,126-125-254
563,boiler,boiler,4,,otherprop,40,Objects,7.0,,,,,,,,,,,,misc,40.0,,,,144-4-191
1238,bag of coffee beans,bag of coffee beans,4,bag,bag,37,Objects,7.0,bag,115,bag,100,bag,,,suitcase,2773838.0,n02773838,bag.n.01,objects,39.0,34.0,,,11-136-125
